lat,long,City,State
44.895272,-117.113152,Baker,OR
43.081708,-84.185777,Shiawassee,MI
43.833613,-71.311654,Carroll,NH
29.522399,-95.187888,Galveston,TX
33.27337,-97.267452,Denton,TX
44.966389,-70.774167,Franklin,ME
39.366177,-82.134148,Athens,OH
40.987579,-81.016168,Portage,OH
39.50434,-85.787515,Shelby,IN
37.630278,-75.813889,Accomack,VA
45.171484,-93.581445,Hennepin,MN
36.052778,-101.912222,Moore,TX
40.85196,-74.941806,Warren,NJ
46.466445,-92.374955,Carlton,MN
39.008594,-97.297367,Dickinson,KS
30.703202,-90.767235,Saint Helena,LA
40.29465,-84.626419,Darke,OH
35.097117,-83.087074,Jackson,NC
34.853491,-85.471078,Dade,GA
34.335296,-91.16808,Arkansas,AR
40.777378,-77.169112,Snyder,PA
36.487094,-76.114575,Currituck,NC
40.095886,-98.661191,Webster,NE
35.104444,-80.109444,Anson,NC
46.57,120.53,Yakima,WA
42.397778,-121.040556,Klamath,OR
37.619559,-122.481607,San Mateo,CA
32.974167,-105.790556,Otero,NM
37.0065,-76.413,Hampton City,VA
44.467656,-89.982553,Wood,WI
36.118477,-87.64221,Humphreys,TN
41.371736,-79.413401,Clarion,PA
48.485479,-99.194553,Towner,ND
39.231533,-111.849712,Sanpete,UT
37.75,97.22,Col. J Jabar,KS
44.466307,-119.531178,Grant,OR
33.967624,-87.90238,Marion,AL
35.508611,-121.021667,San Luis Obispo,CA
32.716289,-116.832332,San Diego,CA
40.629722,-89.274722,Woodford,IL
32.269041,-94.952914,Rusk,TX
32.398736,-100.860948,Mitchell,TX
36.819461,-80.858322,Wythe,VA
38.813373,-98.443216,Ellsworth,KS
37.662078,-80.516905,Monroe,WV
33.851359,-89.437833,Calhoun,MS
42.962202,-115.315973,Elmore,ID
45.320414,-89.180743,Langlade,WI
44.558234,-83.689948,Alcona,MI
38.904543,-95.701464,Shawnee,KS
37.07,89.22,Cairo,IL
47.359444,-118.481389,Lincoln,WA
42.276824,-83.260603,Wayne,MI
42.643751,-83.407602,Oakland,MI
44.958459,-94.055168,Mcleod,MN
35.566667,-75.468889,Dare,NC
59.085008,-161.587146,Bethel,AK
40.677833,-73.396271,Suffolk,NY
34.323596,-77.91085,New Hanover,NC
39.945,-105.816667,Grand,CO
41.840328,-111.852813,Cache,UT
47.270664,-101.807468,Mercer,ND
41.654899,-91.511192,Johnson,IA
35.575,-77.278889,Pitt,NC
33.95,83.32,Athens,GA
39.712269,-92.148916,Shelby,MO
47.119722,-88.511389,Houghton,MI
32.524398,-92.715785,Lincoln,LA
40.798776,-100.711915,Lincoln,NE
34.309754,-96.788419,Johnston,OK
47.501823,-116.264679,Shoshone,ID
40.207958,-121.156324,Plumas,CA
32.151607,-85.888329,Bullock,AL
48.418056,-114.045278,Flathead,MT
33.144386,-117.169716,San Diego,CA
40.480105,-78.726294,Cambria,PA
37.991667,-77.230556,Caroline,VA
34.121035,-88.734206,Lee,MS
38.064929,-99.237433,Pawnee,KS
45.304167,-83.476944,Presque Isle,MI
42.643007,-85.293687,Barry,MI
37.966112,-80.782064,Greenbrier,WV
40.219453,-78.183823,Huntingdon,PA
59.62,135.37,Eldred Rock,AK
45.13427,-87.621475,Menominee,MI
37.77824,-97.540518,Sedgwick,KS
41.487795,-75.705713,Lackawanna,PA
38.03,109.78,Blanding,UT
36.563056,-97.991111,Garfield,OK
48.377311,-115.539101,Lincoln,MT
40.72775,-73.860191,Queens,NY
40.989553,-88.881106,Livingston,IL
34.656389,-90.732778,Lee,AR
42.542252,-82.946964,Macomb,MI
41.826843,-91.673916,Johnson,IA
42.675344,-82.780102,Macomb,MI
40.65,86.15,Grissom AFB,IN
40.755387,-78.847357,Indiana,PA
39.576389,-74.717222,Atlantic,NJ
39.868868,-79.705945,Fayette,PA
29.69034,-90.78071,Terrebonne,LA
43.345,-88.601667,Dodge,WI
46.677296,-96.37269,Clay,MN
29.339835,-94.992591,Galveston,TX
35.061508,-81.649061,Cherokee,SC
30.07215,-92.107035,Vermilion,LA
44.822443,-83.504391,Alcona,MI
41.635556,-70.3,Barnstable,MA
40.125807,-99.127725,Franklin,NE
42.224485,-70.891051,Plymouth,MA
30.795074,-88.182311,Mobile,AL
33.494127,-112.380497,Maricopa,AZ
36.047066,-87.306061,Dickson,TN
36.163889,-89.438333,Dyer,TN
43.984125,-97.789003,Miner,SD
37.366293,-79.912765,Botetourt,VA
46.126111,-67.840833,Aroostook,ME
44.57249,-68.70174,Hancock,ME
38.78024,-90.622765,Saint Charles,MO
37.092734,-82.601555,Wise,VA
41.717742,-88.331965,Kendall,IL
40.161944,-78.254722,Bedford,PA
18.191389,-65.961389,San Lorenzo,PR
44.255237,-93.019661,Goodhue,MN
42.472779,-89.644757,Stephenson,IL
40.076667,-77.028611,York,PA
41.20022,-79.87338,Venango,PA
42.670245,-96.966978,Dixon,NE
39.421999,-87.692261,Clark,IL
36.585788,-98.848746,Woods,OK
42.432825,-94.170776,Webster,IA
33.624439,-90.361976,Leflore,MS
29.328611,-83.144444,Dixie,FL
41.496116,-94.414475,Guthrie,IA
38.51767,-75.200633,Sussex,DE
45.383905,-69.984057,Somerset,ME
29.950556,-98.802778,Kendall,TX
44.991228,-93.581798,Hennepin,MN
42.795,-90.885278,Grant,WI
45.844992,-119.284876,Umatilla,OR
34.244444,-97.966667,Jefferson,OK
39.884326,-86.542857,Hendricks,IN
41.230827,-86.250573,Marshall,IN
